Slope_Angle,Cohesion,Friction_Angle,Nail_Inclination,Nail_Length,Drillhole_Diameter,Factor_of_Safety
60,15,5,15,9,175,1.021
60,15,5,15,9,200,1.024
60,15,5,15,12,125,1.123
60,15,5,15,12,150,1.132
60,15,5,15,12,175,1.136
60,15,5,15,12,200,1.139
60,15,5,15,15,125,1.248
60,15,5,15,15,150,1.269
60,15,5,15,15,175,1.277
60,15,5,15,15,200,1.285
60,15,5,20,6,125,0.952
60,15,5,20,6,150,0.956
60,15,5,20,6,175,0.957
60,15,5,20,6,200,0.957
60,15,5,20,9,125,1.031
60,15,5,20,9,150,1.034
60,15,5,20,9,175,1.037
60,15,5,20,9,200,1.040
60,15,5,20,12,125,1.145
60,15,5,20,12,150,1.160
60,15,5,20,12,175,1.167
60,15,5,20,12,200,1.171
60,15,5,20,15,125,1.267
60,15,5,20,15,150,1.313
60,15,5,20,15,175,1.329
60,15,5,20,15,200,1.339
60,15,15,5,6,125,1.265
60,15,15,5,6,150,1.277
60,15,15,5,6,175,1.290
60,15,15,5,6,200,1.300
60,15,15,5,9,125,1.537
60,15,15,5,9,150,1.543
60,15,15,5,9,175,1.546
60,15,15,5,9,200,1.550
60,15,15,5,12,125,1.742
60,15,15,5,12,150,1.759
60,15,15,5,12,175,1.769
60,15,15,5,12,200,1.778
60,15,15,5,15,125,1.995
60,15,15,5,15,150,2.007
60,15,15,5,15,175,2.019
60,15,15,5,15,200,2.032
60,15,15,10,6,125,1.311
60,15,15,10,6,150,1.331
60,15,15,10,6,175,1.347
60,15,15,10,6,200,1.358
60,15,15,10,9,125,1.574
60,15,15,10,9,150,1.581
60,15,15,10,9,175,1.586
60,15,15,10,9,200,1.590
60,15,15,10,12,125,1.804
60,15,15,10,12,150,1.829
60,15,15,10,12,175,1.850
60,15,15,10,12,200,1.859
60,15,15,10,15,125,2.044
60,15,15,10,15,150,2.118
60,15,15,10,15,175,2.139
60,15,15,10,15,200,2.157
60,15,15,15,6,125,1.355
60,15,15,15,6,150,1.378
60,15,15,15,6,175,1.385
60,15,15,15,6,200,1.392
60,15,15,15,9,125,1.606
60,15,15,15,9,150,1.619
60,15,15,15,9,175,1.630
60,15,15,15,9,200,1.637
60,15,15,15,12,125,1.838
60,15,15,15,12,150,1.895
60,15,15,15,12,175,1.920
60,15,15,15,12,200,1.934
60,15,15,15,15,125,2.079
60,15,15,15,15,150,2.188
60,15,15,15,15,175,2.255
60,15,15,15,15,200,2.283
60,15,15,20,6,125,1.393
60,15,15,20,6,150,1.406
60,15,15,20,6,175,1.416
60,15,15,20,6,200,1.424
60,15,15,20,9,125,1.632
60,15,15,20,9,150,1.661
60,15,15,20,9,175,1.672
60,15,15,20,9,200,1.683
60,15,15,20,12,125,1.862
60,15,15,20,12,150,1.928
60,15,15,20,12,175,1.987
60,15,15,20,12,200,2.011
60,15,15,20,15,125,2.106
60,15,15,20,15,150,2.236
60,15,15,20,15,175,2.332
60,15,15,20,15,200,2.401
60,15,25,5,6,125,1.693
60,15,25,5,6,150,1.718
60,15,25,5,6,175,1.739
60,15,25,5,6,200,1.756
60,15,25,5,9,125,2.116
60,15,25,5,9,150,2.131
60,15,25,5,9,175,2.143
60,15,25,5,9,200,2.149
60,15,25,5,12,125,2.469
60,15,25,5,12,150,2.494
60,15,25,5,12,175,2.518
60,15,25,5,12,200,2.543
60,15,25,5,15,125,2.843
60,15,25,5,15,150,2.908
60,15,25,5,15,175,2.926
60,15,25,5,15,200,2.944
60,15,25,10,6,125,1.765
60,15,25,10,6,150,1.801
60,15,25,10,6,175,1.817
60,15,25,10,6,200,1.826
60,15,25,10,9,125,2.173
60,15,25,10,9,150,2.199
60,15,25,10,9,175,2.213
60,15,25,10,9,200,2.227
60,15,25,10,12,125,2.542
60,15,25,10,12,150,2.616
60,15,25,10,12,175,2.647
60,15,25,10,12,200,2.664
60,15,25,10,15,125,2.904
60,15,25,10,15,150,3.079
60,15,25,10,15,175,3.083
60,15,25,10,15,200,3.083
60,15,25,15,6,125,1.83
60,15,25,15,6,150,1.855
60,15,25,15,6,175,1.872
60,15,25,15,6,200,1.884
60,15,25,15,9,125,2.224
60,15,25,15,9,150,2.269
60,15,25,15,9,175,2.285
60,15,25,15,9,200,2.301
60,15,25,15,12,125,2.589
60,15,25,15,12,150,2.694
60,15,25,15,12,175,2.770
60,15,25,15,12,200,2.792
60,15,25,15,15,125,2.959
60,15,25,15,15,150,3.098
60,15,25,15,15,175,3.098
60,15,25,15,15,200,3.098
60,15,25,20,6,125,1.871
60,15,25,20,6,150,1.899
60,15,25,20,6,175,1.917
60,15,25,20,6,200,1.932
60,15,25,20,9,125,2.251
60,15,25,20,9,150,2.318
60,15,25,20,9,175,2.361
60,15,25,20,9,200,2.380
60,15,25,20,12,125,2.610
60,15,25,20,12,150,2.740
60,15,25,20,12,175,2.788
60,15,25,20,12,200,2.788
60,15,25,20,15,125,3.004
60,15,25,20,15,150,3.085
60,15,25,20,15,175,3.085
60,15,25,20,15,200,3.085
60,15,35,5,6,125,2.200
60,15,35,5,6,150,2.235
60,15,35,5,6,175,2.27
60,15,35,5,6,200,2.288
60,15,35,5,9,125,2.731
60,15,35,5,9,150,2.731
60,15,35,5,9,175,2.731
60,15,35,5,9,200,2.731
60,15,35,5,12,125,3.058
60,15,35,5,12,150,3.058
60,15,35,5,12,175,3.058
60,15,35,5,12,200,3.058
60,15,35,5,15,125,3.382
60,15,35,5,15,150,3.382
60,15,35,5,15,175,3.382
60,15,35,5,15,200,3.382
60,15,35,10,6,125,2.279
60,15,35,10,6,150,2.288
60,15,35,10,6,175,2.288
60,15,35,10,6,200,2.288
60,15,35,10,9,125,2.720
60,15,35,10,9,150,2.720
60,15,35,10,9,175,2.720
60,15,35,10,9,200,2.720
60,15,35,10,12,125,3.081
60,15,35,10,12,150,3.081
60,15,35,10,12,175,3.081
60,15,35,10,12,200,3.081
60,15,35,10,15,125,3.400
60,15,35,10,15,150,3.400
60,15,35,10,15,175,3.400
60,15,35,10,15,200,3.400
60,15,35,15,6,125,2.237
60,15,35,15,6,150,2.237
60,15,35,15,6,175,2.237
60,15,35,15,6,200,2.237
60,15,35,15,9,125,2.679
60,15,35,15,9,150,2.679
60,15,35,15,9,175,2.679
60,15,35,15,9,200,2.679
60,15,35,15,12,125,3.079
60,15,35,15,12,150,3.079
60,15,35,15,12,175,3.079
60,15,35,15,12,200,3.079
60,15,35,15,15,125,3.383
60,15,35,15,15,150,3.383
60,15,35,15,15,175,3.383
60,15,35,15,15,200,3.383
60,15,35,20,6,125,2.209
60,15,35,20,6,150,2.209
60,15,35,20,6,175,2.209
60,15,35,20,6,200,2.209
60,15,35,20,9,125,2.613
60,15,35,20,9,150,2.613
60,15,35,20,9,175,2.613
60,15,35,20,9,200,2.613
60,15,35,20,12,125,3.056
60,15,35,20,12,150,3.056
60,15,35,20,12,175,3.056
60,15,35,20,12,200,3.056
60,15,35,20,15,125,3.342
60,15,35,20,15,150,3.342
60,15,35,20,15,175,3.342
60,15,35,20,15,200,3.342
60,15,45,5,6,125,2.434
60,15,45,5,6,150,2.434
60,15,45,5,6,175,2.434
60,15,45,5,6,200,2.434
60,15,45,5,9,125,2.751
60,15,45,5,9,150,2.751
60,15,45,5,9,175,2.751
60,15,45,5,9,200,2.751
60,15,45,5,12,125,3.127
60,15,45,5,12,150,3.127
60,15,45,5,12,175,3.127
60,15,45,5,12,200,3.127
60,15,45,5,15,125,3.580
60,15,45,5,15,150,3.580
60,15,45,5,15,175,3.580
60,15,45,5,15,200,3.580
60,15,45,10,6,125,2.440
60,15,45,10,6,150,2.440
60,15,45,10,6,175,2.440
60,15,45,10,6,200,2.440
60,15,45,10,9,125,2.761
60,15,45,10,9,150,2.761
60,15,45,10,9,175,2.761
60,15,45,10,9,200,2.761
60,15,45,10,12,125,3.131
60,15,45,10,12,150,3.131
60,15,45,10,12,175,3.131
60,15,45,10,12,200,3.131
60,15,45,10,15,125,3.569
60,15,45,10,15,150,3.569
60,15,45,10,15,175,3.569
60,15,45,10,15,200,3.569
60,15,45,15,6,125,2.434
60,15,45,15,6,150,2.434
60,15,45,15,6,175,2.434
60,15,45,15,6,200,2.434
60,15,45,15,9,125,2.750
60,15,45,15,9,150,2.750
60,15,45,15,9,175,2.750
60,15,45,15,9,200,2.750
60,15,45,15,12,125,3.103
60,15,45,15,12,150,3.103
60,15,45,15,12,175,3.103
60,15,45,15,12,200,3.103
60,15,45,15,15,125,3.513
60,15,45,15,15,150,3.513
60,15,45,15,15,175,3.513
60,15,45,15,15,200,3.513
60,15,45,20,6,125,2.416
60,15,45,20,6,150,2.416
60,15,45,20,6,175,2.416
60,15,45,20,6,200,2.416
60,15,45,20,9,125,2.724
60,15,45,20,9,150,2.724
60,15,45,20,9,175,2.724
60,15,45,20,9,200,2.724
60,15,45,20,12,125,3.052
60,15,45,20,12,150,3.052
60,15,45,20,12,175,3.052
60,15,45,20,12,200,3.052
60,15,45,20,15,125,3.425
60,15,45,20,15,150,3.425
60,15,45,20,15,175,3.425
60,15,45,20,15,200,3.425
60,20,5,5,6,125,1.136
60,20,5,5,6,150,1.137
60,20,5,5,6,175,1.138
60,20,5,5,6,200,1.139
60,20,5,5,9,125,1.231
60,20,5,5,9,150,1.231
60,20,5,5,9,175,1.231
60,20,5,5,9,200,1.231
60,20,5,5,12,125,1.313
60,20,5,5,12,150,1.315
60,20,5,5,12,175,1.317
60,20,5,5,12,200,1.319
60,20,5,5,15,125,1.432
60,20,5,5,15,150,1.435
60,20,5,5,15,175,1.438
60,20,5,5,15,200,1.441
60,20,5,10,6,125,1.156
60,20,5,10,6,150,1.159
60,20,5,10,6,175,1.162
60,20,5,10,6,200,1.162
60,20,5,10,9,125,1.242
60,20,5,10,9,150,1.243
60,20,5,10,9,175,1.244
60,20,5,10,9,200,1.244
60,20,5,10,12,125,1.344
60,20,5,10,12,150,1.352
60,20,5,10,12,175,1.357
60,20,5,10,12,200,1.359
60,20,5,10,15,125,1.474
60,20,5,10,15,150,1.481
60,20,5,10,15,175,1.488
60,20,5,10,15,200,1.494
60,20,5,15,6,125,1.165
60,20,5,15,6,150,1.177
60,20,5,15,6,175,1.181
60,20,5,15,6,200,1.181
60,20,5,15,9,125,1.256
60,20,5,15,9,150,1.260
60,20,5,15,9,175,1.263
60,20,5,15,9,200,1.264
60,20,5,15,12,125,1.375
60,20,5,15,12,150,1.383
60,20,5,15,12,175,1.387
60,20,5,15,12,200,1.391
60,20,5,15,15,125,1.523
60,20,5,15,15,150,1.533
60,20,5,15,15,175,1.543
60,20,5,15,15,200,1.552
60,20,5,20,6,125,1.191
60,20,5,20,6,150,1.193
60,20,5,20,6,175,1.193
60,20,5,20,6,200,1.193
60,20,5,20,9,125,1.272
60,20,5,20,9,150,1.276
60,20,5,20,9,175,1.280
60,20,5,20,9,200,1.283
60,20,5,20,12,125,1.401
60,20,5,20,12,150,1.414
60,20,5,20,12,175,1.419
60,20,5,20,12,200,1.425
60,20,5,20,15,125,1.549
60,20,5,20,15,150,1.586
60,20,5,20,15,175,1.599
60,20,5,20,15,200,1.611
60,20,15,5,6,125,1.490
60,20,15,5,6,150,1.504
60,20,15,5,6,175,1.519
60,20,15,5,6,200,1.534
60,20,15,5,9,125,1.784
60,20,15,5,9,150,1.788
60,20,15,5,9,175,1.792
60,20,15,5,9,200,1.792
60,20,15,5,12,125,1.996
60,20,15,5,12,150,2.007
60,20,15,5,12,175,2.018
60,20,15,5,12,200,2.028
60,20,15,5,15,125,2.258
60,20,15,5,15,150,2.271
60,20,15,5,15,175,2.285
60,20,15,5,15,200,2.291
60,20,15,10,6,125,1.543
60,20,15,10,6,150,1.562
60,20,15,10,6,175,1.581
60,20,15,10,6,200,1.594
60,20,15,10,9,125,1.819
60,20,15,10,9,150,1.824
60,20,15,10,9,175,1.829
60,20,15,10,9,200,1.834
60,20,15,10,12,125,2.060
60,20,15,10,12,150,2.084
60,20,15,10,12,175,2.101
60,20,15,10,12,200,2.110
60,20,15,10,15,125,2.332
60,20,15,10,15,150,2.385
60,20,15,10,15,175,2.406
60,20,15,10,15,200,2.418
60,20,15,15,6,125,1.592
60,20,15,15,6,150,1.618
60,20,15,15,6,175,1.626
60,20,15,15,6,200,1.635
60,20,15,15,9,125,1.855
60,20,15,15,9,150,1.867
60,20,15,15,9,175,1.872
60,20,15,15,9,200,1.878
60,20,15,15,12,125,2.106
60,20,15,15,12,150,2.151
60,20,15,15,12,175,2.178
60,20,15,15,12,200,2.185
60,20,15,15,15,125,2.376
60,20,15,15,15,150,2.473
60,20,15,15,15,175,2.527
60,20,15,15,15,200,2.554
60,20,15,20,6,125,1.636
60,20,15,20,6,150,1.650
60,20,15,20,6,175,1.659
60,20,15,20,6,200,1.665
60,20,15,20,9,125,1.888
60,20,15,20,9,150,1.905
60,20,15,20,9,175,1.918
60,20,15,20,9,200,1.930
60,20,15,20,12,125,2.131
60,20,15,20,12,150,2.205
60,20,15,20,12,175,2.250
60,20,15,20,12,200,2.271
60,20,15,20,15,125,2.405
60,20,15,20,15,150,2.525
60,20,15,20,15,175,2.632
60,20,15,20,15,200,2.679
60,20,25,5,6,125,1.921
60,20,25,5,6,150,1.946
60,20,25,5,6,175,1.966
60,20,25,5,6,200,1.986
60,20,25,5,9,125,2.367
60,20,25,5,9,150,2.385
60,20,25,5,9,175,2.391
60,20,25,5,9,200,2.396
60,20,25,5,12,125,2.723
60,20,25,5,12,150,2.749
60,20,25,5,12,175,2.776
60,20,25,5,12,200,2.792
60,20,25,5,15,125,3.133
60,20,25,5,15,150,3.172
60,20,25,5,15,175,3.19
60,20,25,5,15,200,3.21
60,20,25,10,6,125,1.999
60,20,25,10,6,150,2.035
60,20,25,10,6,175,2.058
60,20,25,10,6,200,2.069
60,20,25,10,9,125,2.431
60,20,25,10,9,150,2.45
60,20,25,10,9,175,2.463
60,20,25,10,9,200,2.47
60,20,25,10,12,125,2.814
60,20,25,10,12,150,2.871
60,20,25,10,12,175,2.905
60,20,25,10,12,200,2.926
60,20,25,10,15,125,3.199
60,20,25,10,15,150,3.361
60,20,25,10,15,175,3.395
60,20,25,10,15,200,3.429
60,20,25,15,6,125,2.068
60,20,25,15,6,150,2.101
60,20,25,15,6,175,2.116
60,20,25,15,6,200,2.126
60,20,25,15,9,125,2.487
60,20,25,15,9,150,2.516
60,20,25,15,9,175,2.533
60,20,25,15,9,200,2.551
60,20,25,15,12,125,2.863
60,20,25,15,12,150,2.967
60,20,25,15,12,175,3.027
60,20,25,15,12,200,3.052
60,20,25,15,15,125,3.307
60,20,25,15,15,150,3.447
60,20,25,15,15,175,3.447
60,20,25,15,15,200,3.447
60,20,25,20,6,125,2.124
60,20,25,20,6,150,2.147
60,20,25,20,6,175,2.163
60,20,25,20,6,200,2.179
60,20,25,20,9,125,2.52
60,20,25,20,9,150,2.577
60,20,25,20,9,175,2.609
60,20,25,20,9,200,2.627
60,20,25,20,12,125,2.907
60,20,25,20,12,150,3.017
60,20,25,20,12,175,3.104
60,20,25,20,12,200,3.104
60,20,25,20,15,125,3.302
60,20,25,20,15,150,3.427
60,20,25,20,15,175,3.427
60,20,25,20,15,200,3.427
60,20,35,5,6,125,2.428
60,20,35,5,6,150,2.464
60,20,35,5,6,175,2.496
60,20,35,5,6,200,2.522
60,20,35,5,9,125,3.029
60,20,35,5,9,150,3.029
60,20,35,5,9,175,3.029
60,20,35,5,9,200,3.029
60,20,35,5,12,125,3.403
60,20,35,5,12,150,3.403
60,20,35,5,12,175,3.403
60,20,35,5,12,200,3.403
60,20,35,5,15,125,3.717
60,20,35,5,15,150,3.717
60,20,35,5,15,175,3.717
60,20,35,5,15,200,3.717
60,20,35,10,6,125,2.533
60,20,35,10,6,150,2.580
60,20,35,10,6,175,2.602
60,20,35,10,6,200,2.602
60,20,35,10,9,125,3.057
60,20,35,10,9,150,3.057
60,20,35,10,9,175,3.057
60,20,35,10,9,200,3.057
60,20,35,10,12,125,3.424
60,20,35,10,12,150,3.424
60,20,35,10,12,175,3.424
60,20,35,10,12,200,3.424
60,20,35,10,15,125,3.757
60,20,35,10,15,150,3.757
60,20,35,10,15,175,3.757
60,20,35,10,15,200,3.757
60,20,35,15,6,125,2.562
60,20,35,15,6,150,2.597
60,20,35,15,6,175,2.597
60,20,35,15,6,200,2.597
60,20,35,15,9,125,3.056
60,20,35,15,9,150,3.056
60,20,35,15,9,175,3.056
60,20,35,15,9,200,3.056
60,20,35,15,12,125,3.418
60,20,35,15,12,150,3.418
60,20,35,15,12,175,3.418
60,20,35,15,12,200,3.418
60,20,35,15,15,125,3.746
60,20,35,15,15,150,3.746
60,20,35,15,15,175,3.746
60,20,35,15,15,200,3.746
60,20,35,20,6,125,2.563
60,20,35,20,6,150,2.579
60,20,35,20,6,175,2.579
60,20,35,20,6,200,2.579
60,20,35,20,9,125,2.970
60,20,35,20,9,150,2.970
60,20,35,20,9,175,2.970
60,20,35,20,9,200,2.970
60,20,35,20,12,125,3.387
60,20,35,20,12,150,3.387
60,20,35,20,12,175,3.387
60,20,35,20,12,200,3.387
60,20,35,20,15,125,3.694
60,20,35,20,15,150,3.694
60,20,35,20,15,175,3.694
60,20,35,20,15,200,3.694
60,20,45,5,6,125,2.751
60,20,45,5,6,150,2.751
60,20,45,5,6,175,2.751
60,20,45,5,6,200,2.751
60,20,45,5,9,125,3.110
60,20,45,5,9,150,3.110
60,20,45,5,9,175,3.110
60,20,45,5,9,200,3.110
60,20,45,5,12,125,3.512
60,20,45,5,12,150,3.512
60,20,45,5,12,175,3.512
60,20,45,5,12,200,3.512
60,20,45,5,15,125,3.906
60,20,45,5,15,150,3.906
60,20,45,5,15,175,3.906
60,20,45,5,15,200,3.906
60,20,45,10,6,125,2.754
60,20,45,10,6,150,2.754
60,20,45,10,6,175,2.754
60,20,45,10,6,200,2.754
60,20,45,10,9,125,3.074
60,20,45,10,9,150,3.074
60,20,45,10,9,175,3.074
60,20,45,10,9,200,3.074
60,20,45,10,12,125,3.446
60,20,45,10,12,150,3.446
60,20,45,10,12,175,3.446
60,20,45,10,12,200,3.446
60,20,45,10,15,125,3.922
60,20,45,10,15,150,3.922
60,20,45,10,15,175,3.922
60,20,45,10,15,200,3.922
60,20,45,15,6,125,2.721
60,20,45,15,6,150,2.721
60,20,45,15,6,175,2.721
60,20,45,15,6,200,2.721
60,20,45,15,9,125,3.034
60,20,45,15,9,150,3.034
60,20,45,15,9,175,3.034
60,20,45,15,9,200,3.034
60,20,45,15,12,125,3.415
60,20,45,15,12,150,3.415
60,20,45,15,12,175,3.415
60,20,45,15,12,200,3.415
60,20,45,15,15,125,3.854
60,20,45,15,15,150,3.854
60,20,45,15,15,175,3.854
60,20,45,15,15,200,3.854
60,20,45,20,6,125,2.692
60,20,45,20,6,150,2.692
60,20,45,20,6,175,2.692
60,20,45,20,6,200,2.692
60,20,45,20,9,125,3.002
60,20,45,20,9,150,3.002
60,20,45,20,9,175,3.002
60,20,45,20,9,200,3.002
60,20,45,20,12,125,3.355
60,20,45,20,12,150,3.355
60,20,45,20,12,175,3.355
60,20,45,20,12,200,3.355
60,20,45,20,15,125,3.751
60,20,45,20,15,150,3.751
60,20,45,20,15,175,3.751
60,20,45,20,15,200,3.751
90,0,5,5,6,0.125,0.131
90,0,5,5,6,0.150,0.147
90,0,5,5,6,0.175,0.164
90,0,5,5,6,0.200,0.180
90,0,5,5,9,0.125,0.235
90,0,5,5,9,0.150,0.266
90,0,5,5,9,0.175,0.296
90,0,5,5,9,0.200,0.332
90,0,5,5,12,0.125,0.344
90,0,5,5,12,0.150,0.399
90,0,5,5,12,0.175,0.423
90,0,5,5,12,0.200,0.423
90,0,5,5,15,0.125,0.423
90,0,5,5,15,0.150,0.423
90,0,5,5,15,0.175,0.423
90,0,5,5,15,0.200,0.423
90,0,5,10,6,0.125,0.138
90,0,5,10,6,0.150,0.156
90,0,5,10,6,0.175,0.172
90,0,5,10,6,0.200,0.188
90,0,5,10,9,0.125,0.228
90,0,5,10,9,0.150,0.272
90,0,5,10,9,0.175,0.304
90,0,5,10,9,0.200,0.342
90,0,5,10,12,0.125,0.348
90,0,5,10,12,0.150,0.396
90,0,5,10,12,0.175,0.401
90,0,5,10,12,0.200,0.401
90,0,5,10,15,0.125,0.401
90,0,5,10,15,0.150,0.401
90,0,5,10,15,0.175,0.401
90,0,5,10,15,0.200,0.401
90,0,5,15,6,0.125,0.135
90,0,5,15,6,0.150,0.153
90,0,5,15,6,0.175,0.172
90,0,5,15,6,0.200,0.190
90,0,5,15,9,0.125,0.216
90,0,5,15,9,0.150,0.266
90,0,5,15,9,0.175,0.303
90,0,5,15,9,0.200,0.324
90,0,5,15,12,0.125,0.322
90,0,5,15,12,0.150,0.334
90,0,5,15,12,0.175,0.334
90,0,5,15,12,0.200,0.334
90,0,5,15,15,0.125,0.334
90,0,5,15,15,0.150,0.334
90,0,5,15,15,0.175,0.334
90,0,5,15,15,0.200,0.334
90,0,5,20,6,0.125,0.129
90,0,5,20,6,0.150,0.146
90,0,5,20,6,0.175,0.164
90,0,5,20,6,0.200,0.182
90,0,5,20,9,0.125,0.198
90,0,5,20,9,0.150,0.242
90,0,5,20,9,0.175,0.268
90,0,5,20,9,0.200,0.281
90,0,5,20,12,0.125,0.277
90,0,5,20,12,0.150,0.281
90,0,5,20,12,0.175,0.281
90,0,5,20,12,0.200,0.281
90,0,5,20,15,0.125,0.281
90,0,5,20,15,0.150,0.281
90,0,5,20,15,0.175,0.281
90,0,5,20,15,0.200,0.281
90,0,15,5,6,0.125,0.430
90,0,15,5,6,0.150,0.479
90,0,15,5,6,0.175,0.529
90,0,15,5,6,0.200,0.561
90,0,15,5,9,0.125,0.692
90,0,15,5,9,0.150,0.740
90,0,15,5,9,0.175,0.748
90,0,15,5,9,0.200,0.748
90,0,15,5,12,0.125,0.748
90,0,15,5,12,0.150,0.748
90,0,15,5,12,0.175,0.748
90,0,15,5,12,0.200,0.748
90,0,15,5,15,0.125,0.748
90,0,15,5,15,0.150,0.748
90,0,15,5,15,0.175,0.748
90,0,15,5,15,0.200,0.748
90,0,15,10,6,0.125,0.429
90,0,15,10,6,0.150,0.486
90,0,15,10,6,0.175,0.536
90,0,15,10,6,0.200,0.564
90,0,15,10,9,0.125,0.657
90,0,15,10,9,0.150,0.693
90,0,15,10,9,0.175,0.693
90,0,15,10,9,0.200,0.693
90,0,15,10,12,0.125,0.693
90,0,15,10,12,0.150,0.693
90,0,15,10,12,0.175,0.693
90,0,15,10,12,0.200,0.693
90,0,15,10,15,0.125,0.693
90,0,15,10,15,0.150,0.693
90,0,15,10,15,0.175,0.693
90,0,15,10,15,0.200,0.693
90,0,15,15,6,0.125,0.418
90,0,15,15,6,0.150,0.477
90,0,15,15,6,0.175,0.523
90,0,15,15,6,0.200,0.556
90,0,15,15,9,0.125,0.606
90,0,15,15,9,0.150,0.630
90,0,15,15,9,0.175,0.630
90,0,15,15,9,0.200,0.630
90,0,15,15,12,0.125,0.630
90,0,15,15,12,0.150,0.630
90,0,15,15,12,0.175,0.630
90,0,15,15,12,0.200,0.630
90,0,15,15,15,0.125,0.630
90,0,15,15,15,0.150,0.630
90,0,15,15,15,0.175,0.630
90,0,15,15,15,0.200,0.630
90,0,15,20,6,0.125,0.398
90,0,15,20,6,0.150,0.454
90,0,15,20,6,0.175,0.491
90,0,15,20,6,0.200,0.522
90,0,15,20,9,0.125,0.553
90,0,15,20,9,0.150,0.565
90,0,15,20,9,0.175,0.565
90,0,15,20,9,0.200,0.565
90,0,15,20,12,0.125,0.565
90,0,15,20,12,0.150,0.565
90,0,15,20,12,0.175,0.565
90,0,15,20,12,0.200,0.565
90,0,15,20,15,0.125,0.565
90,0,15,20,15,0.150,0.565
90,0,15,20,15,0.175,0.565
90,0,15,20,15,0.200,0.565
90,0,25,5,6,0.125,0.730
90,0,25,5,6,0.150,0.777
90,0,25,5,6,0.175,0.818
90,0,25,5,6,0.200,0.843
90,0,25,5,9,0.125,0.846
90,0,25,5,9,0.150,0.846
90,0,25,5,9,0.175,0.846
90,0,25,5,9,0.200,0.846
90,0,25,5,12,0.125,0.846
90,0,25,5,12,0.150,0.846
90,0,25,5,12,0.175,0.846
90,0,25,5,12,0.200,0.846
90,0,25,5,15,0.125,0.846
90,0,25,5,15,0.150,0.846
90,0,25,5,15,0.175,0.846
90,0,25,5,15,0.200,0.846
90,0,25,10,6,0.125,0.719
90,0,25,10,6,0.150,0.768
90,0,25,10,6,0.175,0.794
90,0,25,10,6,0.200,0.804
90,0,25,10,9,0.125,0.804
90,0,25,10,9,0.150,0.804
90,0,25,10,9,0.175,0.804
90,0,25,10,9,0.200,0.804
90,0,25,10,12,0.125,0.804
90,0,25,10,12,0.150,0.804
90,0,25,10,12,0.175,0.804
90,0,25,10,12,0.200,0.804
90,0,25,10,15,0.125,0.804
90,0,25,10,15,0.150,0.804
90,0,25,10,15,0.175,0.804
90,0,25,10,15,0.200,0.804
90,0,25,15,6,0.125,0.694
90,0,25,15,6,0.150,0.733
90,0,25,15,6,0.175,0.756
90,0,25,15,6,0.200,0.758
90,0,25,15,9,0.125,0.758
90,0,25,15,9,0.150,0.758
90,0,25,15,9,0.175,0.758
90,0,25,15,9,0.200,0.758
90,0,25,15,12,0.125,0.758
90,0,25,15,12,0.150,0.758
90,0,25,15,12,0.175,0.758
90,0,25,15,12,0.200,0.758
90,0,25,15,15,0.125,0.758
90,0,25,15,15,0.150,0.758
90,0,25,15,15,0.175,0.758
90,0,25,15,15,0.200,0.758
90,0,25,20,6,0.125,0.661
90,0,25,20,6,0.150,0.693
90,0,25,20,6,0.175,0.706
90,0,25,20,6,0.200,0.706
90,0,25,20,9,0.125,0.706
90,0,25,20,9,0.150,0.706
90,0,25,20,9,0.175,0.706
90,0,25,20,9,0.200,0.706
90,0,25,20,12,0.125,0.706
90,0,25,20,12,0.150,0.706
90,0,25,20,12,0.175,0.706
90,0,25,20,12,0.200,0.706
90,0,25,20,15,0.125,0.706
90,0,25,20,15,0.150,0.706
90,0,25,20,15,0.175,0.706
90,0,25,20,15,0.200,0.706
90,0,35,5,6,0.125,0.863
90,0,35,5,6,0.150,0.863
90,0,35,5,6,0.175,0.863
90,0,35,5,6,0.200,0.863
90,0,35,5,9,0.125,0.863
90,0,35,5,9,0.150,0.863
90,0,35,5,9,0.175,0.863
90,0,35,5,9,0.200,0.863
90,0,35,5,12,0.125,0.863
90,0,35,5,12,0.150,0.863
90,0,35,5,12,0.175,0.863
90,0,35,5,12,0.200,0.863
90,0,35,5,15,0.125,0.863
90,0,35,5,15,0.150,0.863
90,0,35,5,15,0.175,0.863
90,0,35,5,15,0.200,0.863
90,0,35,10,6,0.125,0.838
90,0,35,10,6,0.150,0.838
90,0,35,10,6,0.175,0.838
90,0,35,10,6,0.200,0.838
90,0,35,10,9,0.125,0.838
90,0,35,10,9,0.150,0.838
90,0,35,10,9,0.175,0.838
90,0,35,10,9,0.200,0.838
90,0,35,10,12,0.125,0.838
90,0,35,10,12,0.150,0.838
90,0,35,10,12,0.175,0.838
90,0,35,10,12,0.200,0.838
90,0,35,10,15,0.125,0.838
90,0,35,10,15,0.150,0.838
90,0,35,10,15,0.175,0.838
90,0,35,10,15,0.200,0.838
90,0,35,15,6,0.125,0.793
90,0,35,15,6,0.150,0.793
90,0,35,15,6,0.175,0.793
90,0,35,15,6,0.200,0.793
90,0,35,15,9,0.125,0.793
90,0,35,15,9,0.150,0.793
90,0,35,15,9,0.175,0.793
90,0,35,15,9,0.200,0.793
90,0,35,15,12,0.125,0.793
90,0,35,15,12,0.150,0.793
90,0,35,15,12,0.175,0.793
90,0,35,15,12,0.200,0.793
90,0,35,15,15,0.125,0.793
90,0,35,15,15,0.150,0.793
90,0,35,15,15,0.175,0.793
